directory_id,org_name,primary_category,service_categories,address,latitude,longitude,mappable,geocode_precision,phone,website,email,coverage_area,hours,services,source_name,source_url,last_checked_date
DIR_b3f9db1ff9,GRIFFIN HOUSING COOPERATIVE,Shelter,Shelter,"160 Murray Street, Suite 100, Le Sud-Ouest, Montréal, QC, H3C 0S4",45.488891,-73.564634,1,exact,,,selectiongriffin@gmail.com,Montréal Island,,Housing cooperative.* Social housing: participation of all members in regular tasks for 10 hours per month.* Some adaptable units are available with a home adaptation grant. 2029,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_a4ccc39ba8,GRIS-MONTRÉAL,Education & Literacy,Education & Literacy,"3155 Hochelaga Street, Suite 201, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1W 1G4",45.54244,-73.554441,1,approximate,514 590-0016,www.gris.ca,info@gris.ca,Montréal Island and surroundings,Monday to Friday 9h00 to 17h00,Demystification of sexual and gender diversity primarily in school environment.* Information and awareness.* Referral to participants towards the right resources.* Workshops and interventions.* Research work.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_1135428ae7,GROSSESSE-SECOURS,Youth & Family,Youth & Family; Community & Advocacy,"79 Beaubien Street East, Rosemont—La Petite-Patrie, Montréal, QC, H2S 1R1",45.531088,-73.607847,1,exact,1 877 271-0555,www.grossesse-secours.org/en,info@grossesse-secours.org,Greater Montréal,"in-office appointments, pregnancy tests, counselling: Monday through Friday 9h00 to 17h00, phone and chat helpline: 9h00 to 21h00, 7 days","* Confidential and pro-choice listening and chat line for anyone concerned by a pregnancy, planned or not: listening, information and referrals.* Free pregnancy tests.* Individual meetings on site.* Sex education workshops for teenagers.* Free contraceptive prescription, with or without RAMQ coverage.* Distribution of free menstrual products.* Abortion support.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_cf798a29f8,GROUPE AMORCE,Medical,Medical; Youth & Family,Confidential Address,,,0,,514 355-8064,groupeamorce.com,info@groupeamorce.com,Greater Montréal,"variable, groups in the afternoon and evening","* Assessment and intervention for men who have commited a sexual offence against children or adolescents.* Open weekly support groups led by professionals (sexologists or psychologists).* Therapy groups with targeted goals, led by professionals.* Support group for close ones.* Sex education workshops by sexologists.* Individual follow-up.* Pre-trial assessment by clinical sexologists.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_888a696491,GROUPE COMMUNAUTAIRE L'ITINÉRAIRE,Shelter,Shelter; Food; Medical; Employment & Income; Indigenous,"2103 Sainte-Catherine Street East, Ville-Marie, Montréal, QC, H2K 2H9",45.50108,-73.568126,1,approximate,514 597-0238,www.itineraire.ca,direction@itineraire.ca,"Greater Montréal, Granby, Longueuil, Saint-Jérôme, Sutton",Monday to Friday 9h00 to 17h00,"Accompaniment of marginalized people.* Publication of L'Itinéraire magazine.* The Roundhouse Café: job integration for Indigenous people, meal vouchers and meals for homeless people.* Café L'Itinéraire: place of meeting and exchange, referral, meals for members and vendors of L'Itinéraire.* Sale and distribution of meal vouchers for full meals at partner restaurants.* Distribution of new injection equipment to drug users (free service).* Distribution of Naloxone.* Tax clinic for members.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_4f08c6f37f,GROUPE CONSEIL EN DÉVELOPPEMENT DE L'HABITATION,Shelter,Shelter,"1000 Atateken Street, Suite 201, Ville-Marie, Montréal, QC, H2L 3K5",45.503182,-73.569806,1,approximate,514 849-7800,www.groupecdh.com,info@groupecdh.com,Montréal Island,Monday to Friday 9h00 to 12h00 and 13h00 to 17h00,* Assistance with the development of community real-estate projects.* Accompaniment of organizations who have major works to do on their buildings.* Cooperative management and home ownership training for organizations.* Complete administrative support.* Waiting list for people in search of housing.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_83dc3c8a70,GROUPE CONSEIL SAINT-DENIS,Employment & Income,Employment & Income; Education & Literacy,"1453 Beaubien East Street, Suite 302, Rosemont—La Petite-Patrie, Montréal, QC, H2G 3C6 Fax: 514 278- 2493",45.503182,-73.569806,1,approximate,,gcsd.qc.ca,accueil@gcsd.qc.ca,Montréal Island,"Monday to Thursday 8h30 to 16h30, Friday 8h30 to 12h00 and 13h00 to 16h00, every other Tuesday 8h30 to 7h30",* Guidance and professional choice.* Skills assessment.* Career transition.* Back to work post-job burnout.* Work balance workshop.* Academic and career information.* Job search coaching.* School for adults.* Service for employers.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_8e447802a7,GROUPE D'ACTION POUR LA PRÉVENTION DE LA TRANSMISSION DU VIH ET,Other,Other,,,,0,,,,,,,,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_f840b041eb,GROUPE D'AIDE ET D'INFORMATION SUR LE HARCÈLEMENT SEXUEL AU TRAVAIL,Other,Other,"7245 Alexandra Street, Suite 305, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H2R 2Y9",45.532902,-73.620902,1,exact,514 526-0789,gaihst.qc.ca/home,info@gaihst.qc.ca,"Province of Québec, in-person services: Greater Montréal","Monday to Friday 9h00 to 17h00, by appointment","* Case handling: technical and moral support, listening, intervention, short and long-term follow-up.* Information and awareness sessions.* Training sessions for companies' resource persons.* Monthly coffee meetings.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_60060ebb39,GROUPE D'ENTRAIDE ALZHEIMER DE MONTRÉAL-NORD,Legal,Legal; Community & Advocacy,"12004 Roland Boulevard, Suite 226, Montréal-Nord, Montréal, QC, H1G 3W1",45.5503,-73.500199,1,exact,"1
450 963-6375",,moniquehuguette@bell.net,"Ahuntsic, Montréal-Nord","September to June: 2nd Monday of the month, daytime, except for October: 3rd Monday",Monthly self-help group.* Monthly meeting group for caregivers.* Information on the disease and on rights.* Conferences.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_1ab588ebb4,GROUPE D'ENTRAIDE LACHINE,Food,Food; Youth & Family; Recreation & Culture,"1310 Notre-Dame Street, Lachine, Montréal, QC, H8S 2C8",45.472559,-73.611669,1,approximate,514 639-4941,groupedentraidelachine.ca,info@grentraidelachine.ca 712,Lachine,day centre: Monday to Friday 9h00 to 16h00,* Day centre.* Individual accompaniment.* Community dinners.* Collective kitchens.* Personal development workshops.* Recreational activities and outings.* Les Habitations Normand Bergeron: supervised apartments.* Support groups.* Summer camp.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_53cdb3c510,GROUPE D'ENTRAIDE MATERNELLE DE LA PETITE PATRIE,Youth & Family,Youth & Family; Material Aid,"6848 Christophe-Colomb Avenue, Rosemont—La Petite-Patrie, Montréal, QC, H2S 2H2",45.540012,-73.607069,1,exact,514 495-3494,groupedentraidematernelle.org,info@gem-pp.org,Greater Montréal,"Monday to Friday 9h00 to 16h30, thrift store: Tuesday 9h30 to 12h00, Wednesday and Thursday 13h00 to 15h00, Friday on appointment between 9h00 to 17h30","Weekly support group.* Daycare during meetings and on Friday morning.* Home visits for postpartum care* Activities program during the week for parents and their children.* Thrift store: clothes for children 0 to 5 years old, maternity and breastfeeding clothes, toys, books, etc.* Emergency donations: infant formula, diapers, clothes, care products, on referral only.* Conferences and workshops.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_8bd3ab7dd8,GROUPE D'INTERVENTION ALTERNATIVE PAR LES PAIRS,Youth & Family,Youth & Family,"1300 Sanguinet Street, Ville-Marie, Montréal, QC, H2X 3E7",45.512391,-73.560742,1,exact,514 847-0067,cactusmontreal.org/programmes/giap,agentpairs@cactusmontreal.org,Montréal Island,closed on Fridays,"Youth program of Cactus Montréal working on a peer basis in order to prevent the transmission of HIV, VHC and other STBBI and the reduction of harm related to drug consumption and life on the streets.* Proximity intervention among the partner resources.* Group intervention to raise awareness about life on the streets, unsafe practices and their impacts.* Organisation of the Festival d'Expression de rue/Street expression Festival (FER) and the Pik-nik d'Expression de la rue/Street expression Pik-nik (PER).",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_35c8841fc3,GROUPE DE RECHERCHE ET D'INTERVENTION PSYCHOSOCIALE - MONTRÉAL,Medical,Medical,"4441 Saint-Denis Street, Le Plateau-Mont-Royal, Montréal, QC, H2J 2L2",45.523554,-73.581648,1,exact,514 726-4106,grip-prevention.ca/en,info@grip-prevention.ca 2534,"workshops and booths: Greater Montréal, tools, training and party intervention: Province of Québec",Monday to Friday 9h00 to 16h00,"Local support and services aimed at preventing and reducing harm in popular and underground festive and other environments.* Preventive intervention on drugs in party scenes, colleges and universities, community organizations, etc.* Distribution of new injection equipment to drug users (free service).* Naloxone distribution.* Targeted prevention workshops.* Development of prevention tools.* Information booths.* Training for counsellors.* Interventions in festive environments.* Podcast BalaDope.* Mobile substance analysis for everyone: www.facebook.com/GRIPPrevention",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_f6cdb01162,GROUPE DE RESSOURCES TECHNIQUES - BÂTIR SON QUARTIER,Community & Advocacy,Shelter; Youth & Family; Community & Advocacy,"2155 Saint-Patrick Street, Le Sud-Ouest, Montréal, QC, H3K 0B9",45.484268,-73.564987,1,approximate,514 933-2755,www.batirsonquartier.com,grt@batirsonquartier.com 433,"Montréal Island, Longueuil, Laval, Laurentides",Monday to Friday 9h00 to 12h00 and 13h00 to 17h00,"Development and implementation of community housing projects.* Financial administration of the project during its implementation.* Administrative organization of social and community housing groups.* Management of housing requests for the cooperatives or non-profit housing projects in development.* Training groups in management and cooperative life, personalized support.* Development of non-residential projects: childcare centres, community centres, etc.* Gérer son quartier: acquisition, development and management of cooperative housing buildings.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_a7d94b20b5,GROUPE DE SOUTIEN DU CANCER DE LA PROSTATE DU CHUM,Community & Advocacy,Community & Advocacy,"1051 Sanguinet Street, Suite D01-3002, Ville-Marie, Montréal, QC, H2X 3E4",45.511355,-73.556923,1,exact,514 890-8000,soutienprostatechum.org,pasqualepalumbo@videotron.ca,Canada,"support group: messages checked by voice mail or email, every day","Support for people living with prostate cancer.* Phone support.* Moral support for people living with the disease and their families.* Personalized support by trained volunteers who have had the same experience.* Conferences, monthly information and discussion workshop via the Zoom platform, led by a specialist doctor and followed by a discussion between participants.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_7b5b4a195d,GROUPE DES AIDANTS DU SUD-OUEST,Medical,Medical,"7475 Newman Boulevard, Suite 405, LaSalle, Montréal, QC, H8N 1X3",45.440623,-73.621378,1,exact,514 564-3061,www.gaso.ca,info@gaso.ca,"Le Sud-Ouest, Verdun, LaSalle, Lachine, Dorval",Monday to Friday 9h00 to 17h00,* Individual psychosocial support.* Support groups for caregivers.* Music therapy.* Art therapy.* Relaxation workshops.* Individual meditation.* Monthly conferences.* Training programs for caregivers.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_813632fb47,GROUPE HARMONIE,Shelter,Shelter; Medical; Seniors,"1801 De Maisonneuve Boulevard West, Suite 760, Ville-Marie, Montréal, QC, H3H 1J9",45.493839,-73.581651,1,approximate,514 939-2640,groupeharmonie.org/en,info@groupeharmonie.org,"Ville-Marie, Peter McGill, Milton parc, Côte-des neiges, Verdun",Monday to Friday 9h00 to 17h00,"Support for people 55 years and over, struggling with addiction to alcohol, drugs or other substances.* One-on-one support assistance.* Welcome, brief intervention and referral.* Prevention and awareness workshops for users and workers.* Support groups.* Community outreach initiative for vulnerable seniors or at risk of becoming vulnerable (ITMAV): identification and referral to resources.* Outreach work and psychosocial support for vulnerable seniors living in low-rent housing units (HLM).* Workshops in the community.* Caregiver support.* Free and confidential services.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_9ae99d82a4,GROUPE INFORMATION TRAVAIL,Employment & Income,Employment & Income,"1585 René-Lévesque Boulevard East, Ville-Marie, Montréal, QC, H2L 4L2",45.50108,-73.568126,1,approximate,514 526-1651,www.groupeinfotravail.ca,git@groupeinfotravail.ca,Greater Montréal,"office: Monday to Thursday 9h00 to 16h30, phone: Monday to Friday 8h30 to 16h30","Support for people suffering from social and professional exclusion.* Employment Preparation Program (PPE): 16 weeks, offered on a rolling basis, includes group workshops to help with sustainable integration into the job market.* Ecolo-Boulot: employment experiences of varying durations with contract, work experience in the cabinetmaking workshop, prepares for integration into the job market, acquisition of new skills.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_e033005fe5,GROUPE L'ENTRE-GENS (LE),Food,Food; Medical; Seniors; Youth & Family,"435 Beaubien Street East, Rosemont—La Petite-Patrie, Montréal, QC, H2S 2P7",45.534878,-73.605061,1,exact,514 273-0560,groupeentre-gens.ca,direction@groupeentre-gens.ca,"La Petite-Patrie, meals on wheels: territory bordered by Saint-Hubert Street to the East, by Clark Street to the West, by des Carrières Street to the South and by Jean-Talon Street to the North",Monday to Thursday 8h30 to 16h00,"* Meals on wheels.* Listening, help and referral.* Special events, themed outings, sugar shack and apple picking outings.* Activities for seniors.* Friendly calls and walks.* Help with grocery shopping.* Accompaniment to medical appointments.* Drawing classes.* Summer camps.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_976e826252,GROUPE L'ENTRE-GENS (LE) - ACCOMPANIMENT,Medical,Medical; Community & Advocacy,"435 Beaubien Street East, Rosemont—La Petite-Patrie, Montréal, QC, H2S 1S4",45.534636,-73.604885,1,exact,514 273-0560,groupeentre-gens.ca,direction@groupeentre-gens.ca,"La Petite-Patrie: postal codes starting by H2G and H2S, appointments: Montréal Island",Monday to Thursday 9h00 to 16h00,* Accompaniment to medical appointments by volunteers.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_be8726d0c4,GROUPE PARADOXE,Employment & Income,Employment & Income; Recreation & Culture,"5959 Monk Boulevard, Le Sud-Ouest, Montréal, QC, H4E 3H5",45.458775,-73.596668,1,exact,514 931-5204,www.paradoxe.ca,info@paradoxe.ca,Montréal Island,Monday to Friday 8h00 to 16h00,"Social and professional integration program.* 26-week paid employment contract.* Basic training in four events-related areas.* Individual and group support, job coaching, post-program follow-up.* Assistance with internship and employment procedures.* Sociocultural activities.* Paradoxe Theater.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
